abilityDesc_1017087550	Inflicts [AbilityParam]{passive_attack_param_val}%[CloseParam] more damage on Special units.
abilityDesc_1074812907	Fights well against Common units. Inflicts [AbilityParam]{passive_attack_param_val}%[CloseParam] more damage
abilityDesc_1075479563	Quick attacks inflict [AbilityParam]{passive_attack_param_val}%[CloseParam] more damage on targets with a speed of [AbilityParam]1[CloseParam]
abilityDesc_1081409748	A blow that inflicts [AbilityParam]{ability_damage}[CloseParam] physical damage.
abilityDesc_1081822141	A venomous attack, inflicts [AbilityParam]{dot_permanent}[CloseParam] damage every turn.
abilityDesc_1090942177	A chain lightning attack hitting up to [AbilityParam]5[CloseParam] targets, and. Inflicts up to [AbilityParam]{ability_damage}[CloseParam] damage (magical)
abilityDesc_1100834784	An attack that inflicts [AbilityParam]{ability_damage}[CloseParam] points of physical damage.
abilityDesc_1102119419	abilityDesc_1102119419
abilityDesc_1117646504	A sword attack that inflicts [AbilityParam]{ability_damage}[CloseParam] points of physical damage.
abilityDesc_1123979517	abilityDesc_1123979517
abilityDesc_1128919576	Gorguana 2: Buff around self, and on self (for magical classes): increase in damage, and critical hit chance
abilityDesc_1134196237	Inflicts [AbilityParam]{passive_attack_param_val}%[CloseParam] more damage on Defenders
abilityDesc_1142781126	Increases an ally's Defence by [AbilityParam]{buff_param_0}[CloseParam]. Duration: [AbilityParam]{buff_duration}[CloseParam] turn(s).
abilityDesc_1146177346	The Duke lunges and attacks with his enchanted foil inflicting [AbilityParam]{ability_damage}[CloseParam] magical damage.
abilityDesc_1150259482	An attack that inflicts [AbilityParam]{ability_damage}[CloseParam] points of physical damage.
abilityDesc_1156114167	Increased alchemical resistance
abilityDesc_1156955815	Restores [AbilityParam]{heal_heal}[CloseParam] health to an ally.
abilityDesc_1164602186	Restores [AbilityParam]{heal_heal}[CloseParam] life to self or target ally
abilityDesc_1165868771	Slows a unit down by [AbilityParam]{controldist_delta}[CloseParam].
abilityDesc_1167747050	abilityDesc_1167747050
abilityDesc_1170351384	
abilityDesc_1176022106	20% chance of lowering a male warrior's Initiative
abilityDesc_1180222496	Burns the target. Inflicts [AbilityParam]{dot_single}[CloseParam] damage (alchemical) at once and [AbilityParam]{dot_permanent}[CloseParam] more with each turn. Duration: [AbilityParam]{dot_duration}[CloseParam] turn(s).
abilityDesc_1180656772	Generates a fireball and hurls it at the enemy, dealing [AbilityParam]{ability_damage}[CloseParam] damage (magical)
abilityDesc_1183327728	Affects all units within range, dealing them magic damage.
abilityDesc_1184729916	[AbilityName]Thrust<br>[AbilityBody]A very strong attack by the Peasant which attacks two cells forward. All enemies within the attack's effective zone take damage.<br><font=tahoma_regular_8><align=left><color=FFFFFF><font=tahoma_bold_8>Ability Type:<color=FF0000> Damage: 24<br><color=FFFFFF>Range: <color=00B0F0> 1 cell<br><color=FFFFFF>Cooldown: <color=00B0F0> 3 rounds<br><color=FFFFFF>Duration: <color=00B0F0> instant<br><color=FFFFFF>Target Type: <color=00B0F0> single target<br><color=FFFFFF>Ability Type: <color=E36C0A> Physical
abilityDesc_1185434917	Decreases the target's Initiative by [AbilityParam]{debuff_param_0}[CloseParam]
abilityDesc_1190743865	The powers of darkness increase attack by [AbilityParam]{buff_param_0}[CloseParam]. Duration: [AbilityParam]{buff_duration}[CloseParam] turn(s).
abilityDesc_119406430	A magic blow that inflicts [AbilityParam]{ability_damage}[CloseParam] magical damage.
abilityDesc_1207568305	
abilityDesc_1211860478	Lowers speed by [AbilityParam]{controldist_delta}[CloseParam] but increases attack by [AbilityParam]{sub0_buff_param_0}[CloseParam] and critical chance by [AbilityParam]{sub0_buff_param_1}[CloseParam]. Duration: [AbilityParam]{control_duration}[CloseParam] turn(s). Does not end the turn. Unavailable after moving. 
abilityDesc_1240335115	An attack that inflicts [AbilityParam]{ability_damage}[CloseParam] Physical damage.
abilityDesc_1247830084	abilityDesc_1247830084
abilityDesc_1255528052	Shoots a sharp arrow at the enemy, dealing [AbilityParam]{ability_damage}[CloseParam] points of physical damage, with [AbilityParam]{chance_subabil_0}%[CloseParam] chance of causing bleeding, which slowly drains the enemy's health. Duration: [AbilityParam]{sub0_dot_duration}[CloseParam] turn(s).
abilityDesc_1260049534	A spore projectile that inflicts [AbilityParam]{ability_damage}[CloseParam] points of physical damage. Has a [AbilityParam]{chance_subabil_0}%[CloseParam] chance of reducing the effects of sleepiness; reduces Initiative by [AbilityParam]{sub0_debuff_param_0}[CloseParam].
abilityDesc_1261625223	Gives neighboring allies the protection of the Earth's powers, increasing their defence by [AbilityParam]{buff_param_0}[CloseParam]. Duration: [AbilityParam]{buff_duration}[CloseParam] turn(s).
abilityDesc_1270980782	A powerful hoof attack that inflicts [AbilityParam]{ability_damage}[CloseParam] points of physical damage on all nearby targets.
abilityDesc_1273855462	A spear attack that inflicts [AbilityParam]{ability_damage}[CloseParam] damage.
abilityDesc_1286179825	Slows a unit down by [AbilityParam]{controldist_delta}[CloseParam].
abilityDesc_1310360873	abilityDesc_1310360873
abilityDesc_131046242	Restrains a squad's movements and immobilizes it. Duration: [AbilityParam]{control_duration}[CloseParam] turn(s).
abilityDesc_1311577116	Increases all of a target ally’s resistance attributes by [AbilityParam]{buff_param_0}%[CloseParam]. Duration: [AbilityParam]{buff_duration}[CloseParam] turn(s).
abilityDesc_1324875544	The Call sucks [AbilityParam]{vamp_single}[CloseParam] life from all allies within [AbilityParam]{radius_area_ability}[CloseParam] cells, healing the Demonologist by [AbilityParam]{vamp_single}[CloseParam]. Increases an ally's attack by [AbilityParam]{sub0_buff_param_0}[CloseParam]. Duration: [AbilityParam]{sub0_buff_duration}[CloseParam] turn(s).
abilityDesc_13262226	May stun the enemy
abilityDesc_1329211835	[AbilityName]Flaming Chains<br>[AbilityBody]Fiery chains envelop the target, causing incredible pain and burning away the target's health for several rounds.<br><font=tahoma_regular_8><align=left><color=FFFFFF><font=tahoma_bold_8>Ability Type:<color=FF0000> Long-Term Damage: 100/25<br><color=FFFFFF>Range: <color=00B0F0> 3 cells<br><color=FFFFFF>Cooldown: <color=00B0F0> 3 rounds<br><color=FFFFFF>Duration: <color=00B0F0> 2 rounds<br><color=FFFFFF>Target Type: <color=00B0F0> single target<br><color=FFFFFF>Ability Type: <color=7030A0> Magical
abilityDesc_1333276331	Inflicts up to [AbilityParam]{ability_damage}[CloseParam] damage (magical) with chain lightning, hitting up to [AbilityParam]5[CloseParam] nearby enemies.[spell_damage_koeff]
abilityDesc_1341305225	abilityDesc_1341305225
abilityDesc_134703462	Sharp Fangs cause [AbilityParam]{ability_damage}[CloseParam] Physical Damage.
abilityDesc_1355282279	The forces of darkness heal an allied squad by [AbilityParam]{hot_single}[CloseParam] health each turn. Duration: [AbilityParam]{hot_duration}[CloseParam] turn(s).
abilityDesc_1357174795	A volley of grapeshot causes the unit [AbilityParam]{ability_damage}[CloseParam] points of physical damage and stuns it. The victim has its attack power lowered by [AbilityParam]{sub0_debuff_param_0}[CloseParam] and its defence by [AbilityParam]{sub0_debuff_param_1}[CloseParam]. Effect duration: [AbilityParam]{sub0_debuff_duration}[CloseParam] turn(s).
abilityDesc_1358686659	[AbilityName]Burning Spikes<br>[AbilityBody]A basic unit attack that inflicts alchemical damage. Moderate range and damage.<br><font=tahoma_regular_8><align=left><color=FFFFFF><font=tahoma_bold_8>Ability Type:<color=FF0000> Damage: 11<br><color=FFFFFF>Range: <color=00B0F0> 4 cells<br><color=FFFFFF>Cooldown: <color=00B0F0> 0 rounds<br><color=FFFFFF>Duration: <color=00B0F0> instant<br><color=FFFFFF>Target Type: <color=00B0F0> single target<br><color=FFFFFF>Ability Type: <color=00B050> Alchemical
abilityDesc_1361980471	Speed increased by [AbilityParam]{controldist_delta}[CloseParam]
abilityDesc_1362807730	A sword attack that inflicts [AbilityParam]{ability_damage}[CloseParam] points of physical damage.
abilityDesc_138391308	Unit has 25% resistance to alchemical damage
abilityDesc_1392481059	[AbilityName]Hellish Flare<br>[AbilityBody]A ball of flame envelops the target and explodes, damaging a large number of surrounding units. There is a chance that those caught in the explosion will be set aflame, losing health for several rounds.<br><font=tahoma_regular_8><align=left><color=FFFFFF><font=tahoma_bold_8>Ability Nype:<color=FF0000> Damage: 25<br><color=FFFFFF>Range: <color=00B0F0> 5 cells<br><color=FFFFFF>Cooldown: <color=00B0F0> 4 rounds<br><color=FFFFFF>Duration: <color=00B0F0> instant<br><color=FFFFFF>Target Type: <color=00B0F0> a square 2 cells across cells<br><color=FFFFFF>Ability Type: <color=7030A0> Magical
abilityDesc_1396100995	Griffin 2: A powerful attack with a very wide conic range (180 degrees) and a depth of 3 cells. DoT.
abilityDesc_140377823	Sorcerers and Warriors wear light or medium armour, and thus, can't move quickly. So, all Defender attacks will deal them 25% more damage.
abilityDesc_1408462254	[AbilityName]Infernal Shield<br>[AbilityBody]The Imp can create an infernal shield around himself, which will absorb some of the damage he takes. The shield will hold until it is exhausted, or until a given number of rounds has passed. The shield also causes one enemy to lose its mind and attack only the Imp.<br><font=tahoma_regular_8><align=left><color=FFFFFF><font=tahoma_bold_8>Ability Type:<color=FF0000> Buff: +40% to all resistance<br><color=FFFFFF>Range: <color=00B0F0> self<br><color=FFFFFF>Cooldown: <color=00B0F0> 4 rounds<br><color=FFFFFF>Duration: <color=00B0F0> 4 rounds<br><color=FFFFFF>Target Type: <color=00B0F0> single target<br><color=FFFFFF>Ability Type: <color=7030A0> Magical
abilityDesc_1419898811	Inflicts [AbilityParam]{passive_attack_param_val}%[CloseParam] more damage on Common units
abilityDesc_1420677209	Increases the squad’s Attack by [AbilityParam]{buff_param_0}[CloseParam] but decreases its Defence by [AbilityParam]{buff_param_1}[CloseParam]. Duration: [AbilityParam]{buff_duration}[CloseParam] turn(s).
abilityDesc_1422187244	[AbilityName]Crashing Tusks<br>[AbilityBody]A headbutt hitting up to 3 enemies located in front of the Brontaur. The damage is not very high, but the attack will scare one of the targets into attacking the Brontaur alone. Attack increases aggresion.<br><font=tahoma_regular_8><align=left><color=FFFFFF><font=tahoma_bold_8>Ability Type:<color=FF0000> Damage: 10<br><color=FFFFFF>Range: <color=00B0F0> 1 cell<br><color=FFFFFF>Cooldown: <color=00B0F0> 4 rounds<br><color=FFFFFF>Duration: <color=00B0F0> instant<br><color=FFFFFF>Target Type: <color=00B0F0> a forward cone, up to 3 enemies<br><color=FFFFFF>Ability Type: <color=E36C0A> Physical
abilityDesc_1434524072	[AbilityName]Injection<br>[AbilityBody]The Droid injects himself or a wounded ally with a potion that dramatically restores health, and continues to heal over several rounds. The Droid must be no more than 2 cells away from the target.<br><font=tahoma_regular_8><align=left><color=FFFFFF><font=tahoma_bold_8>Ability Type:<color=FF0000> Long-Term Healing: 67/25<br><color=FFFFFF>Range: <color=00B0F0> 2 cells<br><color=FFFFFF>Cooldown: <color=00B0F0> 2 rounds<br><color=FFFFFF>Duration: <color=00B0F0> 4 rounds<br><color=FFFFFF>Target Type: <color=00B0F0> single target<br><color=FFFFFF>Ability Type: <color=E36C0A> Physical
abilityDesc_1441163757	Elixir increasing speed of ally by [AbilityParam]{controldist_delta}[CloseParam]. Duration: [AbilityParam]{control_duration}[CloseParam] turn(s).
abilityDesc_1450553169	Shock lowers all types of Resistance by [AbilityParam]{debuff_param_0}[CloseParam] and also lowers Initiative by [AbilityParam]{debuff_param_3}[CloseParam]
abilityDesc_1454350636	A part of the enemy's soul is sucked away, restoring [AbilityParam]{vamp_single}[CloseParam] health and resurrecting fallen ghosts.
abilityDesc_1457625940	
abilityDesc_1470759546	Heals an ally by [AbilityParam]{heal_heal}[CloseParam] health, and resurrects the fallen
abilityDesc_1475760352	This is a Living Dead man. He possesses alchemical resistance. Sustains increased damage from undead-hating units.
abilityDesc_1478509367	abilityDesc_1478509367
abilityDesc_1479244953	Stunning prevents a Common unit from taking its turn.
abilityDesc_1483441827	[AbilityName]Succubus Kiss<br>[AbilityBody]The Demoness increases her own health by drinking an enemy's. A basic attack with magical damage.<br><font=tahoma_regular_8><align=left><color=FFFFFF><font=tahoma_bold_8>Ability Type:<color=FF0000> Damage: 30<br><color=FFFFFF>Range: <color=00B0F0> 7 cells<br><color=FFFFFF>Cooldown: <color=00B0F0> 0 rounds<br><color=FFFFFF>Duration: <color=00B0F0> instant<br><color=FFFFFF>Target Type: <color=00B0F0> single target<br><color=FFFFFF>Ability Type: <color=7030A0> Magical
abilityDesc_1492753295	Entangling roots immobilize a Common or Special target. Duration: [AbilityParam]{control_duration}[CloseParam] turn(s).
abilityDesc_1493377650	Draconid 2: Strengthens attack, and lowers the attack and vitality of one target + chain effect (2-3 targets)
abilityDesc_1500044558	Increases the unit’s Defence by [AbilityParam]{buff_param_0}[CloseParam]. Duration: [AbilityParam]{buff_duration}[CloseParam] turn(s).
abilityDesc_1509208465	Encourages allies, increasing their Initiative by [AbilityParam]{buff_param_0}[CloseParam]. Duration: [AbilityParam]{buff_duration}[CloseParam] turn(s).
abilityDesc_1510704820	Efficiently fights against all humans, additionally dealing to them [AbilityParam]{passive_attack_param_val}%[CloseParam] of damage
abilityDesc_1513761836	The unit does not respond to melee attacks.
abilityDesc_151835558	abilityDesc_151835558
abilityDesc_1525765342	Increases Attack by [AbilityParam]{buff_param_0}[CloseParam] but lowers Defence by [AbilityParam]{buff_param_1}[CloseParam]. Duration: [AbilityParam]{buff_duration}[CloseParam] turn(s).
abilityDesc_1528111218	abilityDesc_1528111218
abilityDesc_1531423253	[AbilityName]Mimicry<br>[AbilityBody]The Draconid can mimic the enemy, lowering the enemy's health and attack power to restore the Draconid's own. <br><font=tahoma_regular_8><align=left><color=FFFFFF><font=tahoma_bold_8>Ability Type:<color=FF0000> Long-Term Damage: 11/11<br><color=FFFFFF>Range: <color=00B0F0> 4 cells<br><color=FFFFFF>Cooldown: <color=00B0F0> 3 rounds<br><color=FFFFFF>Duration: <color=00B0F0> 4 rounds<br><color=FFFFFF>Target Type: <color=00B0F0> single target<br><color=FFFFFF>Ability Type: <color=7030A0> Magical
abilityDesc_1535547602	Strikes the enemy with lightning, dealing [AbilityParam]{ability_damage}[CloseParam] magic damage.
abilityDesc_1538724539	abilityDesc_1538724539
abilityDesc_154419755	Support troops easily damage Archers and Defenders, causing them 25% more damage.
abilityDesc_1547945974	abilityDesc_1547945974
abilityDesc_1564491900	Strikes the enemy with lightning, dealing [AbilityParam]{ability_damage}[CloseParam] magic damage. The lightning causes shock to the target and lowers all types of Resistance by [AbilityParam]{sub0_debuff_param_0}[CloseParam]. Lowers Initiative by [AbilityParam]{sub0_debuff_param_3}[CloseParam]. Duration: [AbilityParam]{sub0_debuff_duration}[CloseParam] turn(s).
abilityDesc_1576405378	Increases initiative by [AbilityParam]{buff_param_0}[CloseParam] and attack by [AbilityParam]{buff_param_1}[CloseParam] for self and allied Sorcerers within [AbilityParam]{radius_area_ability}[CloseParam] cells of the Gargoyle. Duration: [AbilityParam]{buff_duration}[CloseParam] turn(s).
abilityDesc_1586504173	Increases Defence by [AbilityParam]{defence_delta}[CloseParam]
abilityDesc_1587866292	[AbilityName]Spit<br>[AbilityBody]The Creature may spit acid across a good distance, an attack which will inflict damage on the target for several rounds. Also, there is a chance that the saliva will greatly decrease the target's speed.<br><font=tahoma_regular_8><align=left><color=FFFFFF><font=tahoma_bold_8>Ability Type:<color=FF0000> Long-Term Damage: 6/7<br><color=FFFFFF>Range: <color=00B0F0> 4 cells<br><color=FFFFFF>Cooldown: <color=00B0F0> 2 rounds<br><color=FFFFFF>Duration: <color=00B0F0> 3 rounds<br><color=FFFFFF>Target Type: <color=00B0F0> single target<br><color=FFFFFF>Ability Type: <color=00B050> Alchemical
abilityDesc_1589621593	abilityDesc_1589621593
abilityDesc_1589641140	A circular sword attack that inflicts [AbilityParam]{ability_damage}[CloseParam] points of physical damage on all neighboring units.
abilityDesc_1591902722	A powerful blow that inflicts [AbilityParam]{ability_damage}[CloseParam] points of physical damage.
abilityDesc_159479137	An attack. Inflicts [AbilityParam]{ability_damage}[CloseParam] damage.
abilityDesc_1598921679	The default attack of Thorn Warriors.
abilityDesc_1600718409	abilityDesc_1600718409
abilityDesc_1601753179	A powerful blow with a clawed paw. Inflicts [AbilityParam]{ability_damage}[CloseParam] damage (magical) and lowers Common or Special units' speed by [AbilityParam]{sub0_controldist_delta}[CloseParam]. Duration: [AbilityParam]{sub0_control_duration}[CloseParam] turn(s).
abilityDesc_1604966318	Decreases the movement speed of an enemy unit by [AbilityParam]{controldist_delta}[CloseParam]. Duration: [AbilityParam]{control_duration}[CloseParam] turn(s).
abilityDesc_1607426179	abilityDesc_1607426179
abilityDesc_1610023085	[AbilityName]Flame<br>[AbilityBody]The Dragon Whelp's basic attack, a fireball projectile. Magical damage type.<br><font=tahoma_regular_8><align=left><color=FFFFFF><font=tahoma_bold_8>Ability Type:<color=FF0000> Damage: 17<br><color=FFFFFF>Range: <color=00B0F0> 7 cells<br><color=FFFFFF>Cooldown: <color=00B0F0> 0 rounds<br><color=FFFFFF>Duration: <color=00B0F0> instant<br><color=FFFFFF>Target Type: <color=00B0F0> single target<br><color=FFFFFF>Ability Type: <color=7030A0> Magical
abilityDesc_1615742304	abilityDesc_1615742304
abilityDesc_1615924344	abilityDesc_1615924344
abilityDesc_1616231923	A release of an enchanted spore dealing [AbilityParam]{ability_damage}[CloseParam] damage (magical)
abilityDesc_1628171006	A net which immobilizes the target. Duration: [AbilityParam]{control_duration}[CloseParam] turn(s).
abilityDesc_1631536995	abilityDesc_1631536995
abilityDesc_1632819739	abilityDesc_1632819739
abilityDesc_1642255454	A sword stroke that inflicts [AbilityParam]{ability_damage}[CloseParam] points of physical damage on the target and [AbilityParam]50%[CloseParam] damage on neighboring units.
abilityDesc_1649759057	A creature awakened by dark magic and weak against attacks by warriors of Light
abilityDesc_1652404912	Lowers a chosen enemy's critical chance by [AbilityParam]{debuff_param_0}[CloseParam]%, and defence by [AbilityParam]{debuff_param_1}[CloseParam]. Duration: [AbilityParam]{debuff_duration}[CloseParam] turn(s).
abilityDesc_1656074496	The unit has been stunned. Duration: [AbilityParam]{control_duration}[CloseParam] turn(s).
abilityDesc_1669894975	A powerful attack. Inflicts [AbilityParam]{ability_damage}[CloseParam] damage to all enemies.
abilityDesc_1670088714	25% chance of stunning Common units
abilityDesc_1679704559	Inflicts [AbilityParam]{ability_damage}[CloseParam] damage points (alchemical) on a selected target. [spell_damage_koeff]
abilityDesc_1682557680	The Cultist curses an ally, dealing [AbilityParam]6[CloseParam] damage and giving the Cultist [AbilityParam]12[CloseParam] life
abilityDesc_1696384288	[AbilityName]High-frequency Shock<br>[AbilityBody]The Droid Defender can deal a powerful electric shock over a long distance. A basic attack with magical damage.<br><font=tahoma_regular_8><align=left><color=FFFFFF><font=tahoma_bold_8>Ability Type:<color=FF0000> Damage: 50<br><color=FFFFFF>Range: <color=00B0F0> 5 cells<br><color=FFFFFF>Cooldown: <color=00B0F0> 0 rounds<br><color=FFFFFF>Duration: <color=00B0F0> instant<br><color=FFFFFF>Target Type: <color=00B0F0> single target<br><color=FFFFFF>Ability Type: <color=7030A0> Magical
abilityDesc_1719665513	abilityDesc_1719665513
abilityDesc_173214989	abilityDesc_173214989
abilityDesc_1733877369	An arrow attack. Inflicts [AbilityParam]{ability_damage}[CloseParam] damage (alchemical).
abilityDesc_1734892836	abilityDesc_1734892836
abilityDesc_1739414361	A wind vortex increases movement speed by [AbilityParam]{controldist_delta}[CloseParam]. Duration: [AbilityParam]{control_duration}[CloseParam] turn(s).
abilityDesc_1747025157	Thanks to frequent Knightly tournaments, inflicts [AbilityParam]{passive_attack_param_val}%[CloseParam] more damage on armoured foot soldiers
abilityDesc_1751321803	The forces of nature revive nearby allies with [AbilityParam]{heal_heal}[CloseParam] Health.
abilityDesc_175216067	Inflicts [AbilityParam]{ability_damage}[CloseParam] damage points (alchemical) on a selected target. [spell_damage_koeff]
abilityDesc_1766752359	No penalty for ranged attacks
abilityDesc_1770590269	A terrifying bite that inflicts [AbilityParam]{ability_damage}[CloseParam] points of physical damage on the enemy and reduces the attack of Common and Special units by [AbilityParam]{sub0_debuff_param_0}[CloseParam]. Duration: [AbilityParam]{sub0_debuff_duration}[CloseParam] turn(s).
abilityDesc_1779507406	A paw attack. Inflicts [AbilityParam]{ability_damage}[CloseParam] damage.
abilityDesc_1780781165	[AbilityName]Infernal Aura<br>[AbilityBody]An infernal aura surrounds the Pentademon, absorbing some of the damage he takes. The aura will hold until it is exhausted or until a certain number of rounds have passed. The aura also causes one enemy to lose its mind and attack only the Pantademon.<br><font=tahoma_regular_8><align=left><color=FFFFFF><font=tahoma_bold_8>Ability Type:<color=FF0000> Buff: +50% to all resistance<br><color=FFFFFF>Range: <color=00B0F0> self<br><color=FFFFFF>Coldown: <color=00B0F0> 4 rounds<br><color=FFFFFF>Duration: <color=00B0F0> 4 rounds<br><color=FFFFFF>Target Type: <color=00B0F0> single target<br><color=FFFFFF>Ability Type: <color=7030A0> Magical
abilityDesc_1784766813	A shot of fire web. Inflicts [AbilityParam]{ability_damage}[CloseParam] damage (alchemical).
abilityDesc_1787321956	abilityDesc_1787321956
abilityDesc_17903860	Attacks on female combatants reduce their attack by 3.
abilityDesc_1795518848	Increases the squad’s Speed by [AbilityParam]{controldist_delta}[CloseParam]. Duration: [AbilityParam]{control_duration}[CloseParam] turn(s).
abilityDesc_1795697659	An artfully executed assassin's attack deals [AbilityParam]{dot_single}[CloseParam] points of physical damage, leaving bleeding wounds that cause [AbilityParam]{dot_permanent}[CloseParam] damage over the next [AbilityParam]{dot_duration}[CloseParam] turns.
abilityDesc_1798458704	abilityDesc_1798458704
abilityDesc_1813780673	Hurts an opponent's speed for by [AbilityParam]{controldist_delta}[CloseParam] Duration: [AbilityParam]{control_duration}[CloseParam] turn(s).
abilityDesc_1817892876	Has a 20% chance of binding the attacked party
abilityDesc_1820444301	Triggers regeneration, restoring [AbilityParam]{hot_single}[CloseParam] health. Triggers regeneration, restoring [AbilityParam]{hot_permanent}[CloseParam] health. Regeneration restores fallen units. Duration: [AbilityParam]{hot_duration}[CloseParam] turn(s).
abilityDesc_1823026497	A red-hot stone throw causes[AbilityParam]{ability_damage}[CloseParam] Alchemical Damage.
abilityDesc_1829166144	Slows target Common or Special unit by [AbilityParam]{controldist_delta}[CloseParam]. Duration: [AbilityParam]{control_duration}[CloseParam] turn(s).
abilityDesc_1831069638	Fires a Spit of Flame at the enemy, dealing the target [AbilityParam] {ability_damage} [CloseParam] alchemical damage.
abilityDesc_1831583659	Bleeding causes [AbilityParam]{dot_permanent}[CloseParam] damage every turn.
abilityDesc_1836753213	Stunning hit causes [AbilityParam]{ability_damage}[CloseParam] units of Physical Damage, lowers all types of target’s Resistance by [AbilityParam]{sub0_debuff_param_0}[CloseParam]. Duration: [AbilityParam]{sub0_debuff_duration}[CloseParam] turn(s)
abilityDesc_183816681	[AbilityName]Pentagram<br>[AbilityBody]The Pentademon surrounds any Sorcerer with a circuit of power, blocking his ability to cast spells for several rounds.<br><font=tahoma_regular_8><align=left><color=FFFFFF><font=tahoma_bold_8>Ability Type:<color=FF0000> Debuff: -50% Attack and Initiative<br><color=FFFFFF>Range: <color=00B0F0> 5 cells<br><color=FFFFFF>Cooldown: <color=00B0F0> 3 rounds<br><color=FFFFFF>Duration: <color=00B0F0> 3 rounds<br><color=FFFFFF>Target Type: <color=00B0F0> single target<br><color=FFFFFF>Ability Type: <color=7030A0> Magical
abilityDesc_184111672	A venomous attack. Inflicts [AbilityParam]{dot_permanent}[CloseParam] damage every turn.
abilityDesc_184909760	abilityDesc_184909760
abilityDesc_1849824588	A projectile. Inflicts [AbilityParam]{ability_damage}[CloseParam] damage.
abilityDesc_1858384254	Deals a sword strike which inflicts [AbilityParam]{ability_damage}[CloseParam] physical damage.
abilityDesc_1858644064	[AbilityEvil]Beak Slash<br>[AbilityRecharge]Cooldown: 0<br>[AbilityRange]Close Combat<br>[AbilityText]A slash of the beak, inflicts [AbilityParam]{ability_damage}[CloseParam] damage.
abilityDesc_1861162218	Attempts to destroy units, influenced by dark magic, therefore damage on these units is increased by 10%
abilityDesc_1861395671	Direct hit dealing [AbilityParam]{ability_damage}[CloseParam] Physical Damage.
abilityDesc_1864329356	Each unit has a 100% chance of counterattacking, when faced with any attack in close combat.
abilityDesc_186730504	Hits all enemy targets with [AbilityParam]{ability_damage}[CloseParam] damage (magical). Inactive during the first round.
abilityDesc_1873728363	Defenders and Warriors are weighed down by their armour. This gives the Archers better aim, allowing them to inflict 25% more damage.
abilityDesc_187637817	An attack that inflicts [AbilityParam]{ability_damage}[CloseParam] points of physical damage.
abilityDesc_1880472850	Inflicts [AbilityParam]{ability_damage}[CloseParam] damage on the target and neighboring enemies within [AbilityParam]2[CloseParam] cells. Damage decreases by [AbilityParam]33%[CloseParam] as the distance increases. Reduces each target's attack by [AbilityParam]{sub0_debuff_param_0}[CloseParam]. Duration: [AbilityParam]{sub0_debuff_duration}[CloseParam] turn(s).
abilityDesc_1880618445	abilityDesc_1880618445
